id,dataset,k=2,k=3,k=4,
129,sat_E02F20_p,0.00618406,0.0157554,0.0198252,
130,sat_E02F22_d,0.154065,0.719464,0.550441,
131,sat_E02F22,0.0134069,0.0254859,0.0485145,
132,sat_E02F22_p,0.0153917,0.0397273,0.0418096,
133,sat_gss-18_d,0.0070745,0.00773598,0.0123556,
134,sat_gss-18,0.0124072,0.013144,0.0229635,
135,sat_gss-18_p,0.00697366,0.0128177,0.0187565,
136,sat_gss-19_d,0.00563011,0.00924456,0.0111312,
137,sat_gss-19,0.0100347,0.0156572,0.0256017,
138,sat_gss-19_p,0.0105896,0.0211576,0.0227514,
139,sat_gss-20_d,0.005576,0.00958419,0.0149989,
140,sat_gss-20,0.0107744,0.0130909,0.0275728,
141,sat_gss-20_p,0.0124995,0.01576,0.0203338,
142,sat_gss-22_d,0.00648938,0.0175194,0.013545,
143,sat_gss-22,0.00849558,0.0212008,0.0248399,
144,sat_gss-22_p,0.0113338,0.0126703,0.0260505,
145,sat_k45_d,0.0224914,0.0293673,0.038944,
146,sat_k45,0.00843782,0.0212076,0.0337905,
147,sat_k45_p,0.0102559,0.0177749,0.0295236,
148,sat_itox_d,0.0703507,0.0974698,0.120215,
149,sat_itox,0.0136074,0.0240942,0.0358899,
150,sat_itox_p,0.0118141,0.0224354,0.0396425,
151,sat_k2fix_d,0.0107365,0.0160427,0.0660813,
152,sat_k2fix,0.00427987,0.0129556,0.0144893,
153,sat_k2fix_p,0.0130041,0.0195672,0.0329391,
154,sat_manol_c10_i_d,0.0272176,0.054476,0.0430964,
155,sat_manol_c10_i,0.030285,0.0499447,0.0704456,
156,sat_manol_c10_i_p,0.026745,0.0431254,0.0552323,
157,sat_manol_c10_d,0.0422257,0.0530275,0.0915638,
158,sat_manol_c10,0.0586538,0.0752635,0.110305,
159,sat_manol_c10_p,0.031413,0.0639377,0.0864492,
