,matching,node merging,construction,total,matching %,merging %,construction %,others %,# of HEs,# of pins,avgHEdegree,nodemerging in remaining,nodemerging in coarsen,matching in remaining,coarsen %,Refine %,partition %,refine %,balance %,project %,edge cut,1-matching-merging-const-refine
sat_bob,0.000283552,0.000319296,0.00096176,0.010792,0.0262743,0.0295864,0.0891179,0.855021,77920,181812,2.33332,0.032481,0.291201,0.0288449,0.190719,0.615078,0.194203,0.320353,0.290449,0.00427576,edgecut:2893,0.2399434
sat_bob_p,0.000270624,0.000255296,0.00078944,0.0102239,0.0264697,0.0249704,0.0772149,0.871345,77920,181812,2.33332,0.0270598,0.274781,0.0286845,0.168089,0.742778,0.0891336,0.312403,0.426694,0.00368077,edgecut:3098,0.128567
sat_c10_d,0.00350448,0.00540038,0.0101499,0.0285434,0.122777,0.189199,0.355595,0.332429,133998,929755,6.93857,0.293603,0.574673,0.190528,0.684824,0.287861,0.0273145,0.217966,0.06797,0.00192493,edgecut:2447,0.044568
sat_c10,0.000994656,0.00066864,0.00418301,0.0296475,0.0335495,0.022553,0.141092,0.802806,398467,929755,2.33333,0.0262578,0.290632,0.0390606,0.218692,0.744226,0.0370821,0.179514,0.561966,0.00274587,edgecut:9756,0.0585795
sat_c10_p,0.00066976,0.0005312,0.00335398,0.0201744,0.0331985,0.0263304,0.166249,0.774222,398467,929755,2.33333,0.0315807,0.313966,0.0398183,0.250113,0.702068,0.0478182,0.167682,0.532263,0.00212388,edgecut:20686,0.0721541
sat_count_d,0.000503104,0.000783648,0.000676,0.00828198,0.0607468,0.0946208,0.081623,0.763009,18607,130020,6.98769,0.10303,0.420189,0.0661458,0.306809,0.594818,0.0983726,0.399947,0.18821,0.00666121,edgecut:165,0.1681914
sat_count,0.000275584,0.000306624,0.000745536,0.0122859,0.0224309,0.0249574,0.0606823,0.891929,55724,130020,2.33329,0.0265697,0.287153,0.02388,0.147596,0.787263,0.0651414,0.283101,0.500201,0.00396162,edgecut:1131,0.1046664
sat_count_p,0.000273152,0.00032688,0.000777408,0.00800122,0.0341388,0.0408538,0.0971612,0.827846,55724,130020,2.33329,0.0452504,0.288616,0.0378127,0.238712,0.655996,0.105292,0.380194,0.269063,0.00673898,edgecut:1149,0.1718502
sat_ctl_d,0.0003472,0.000599072,0.000556384,0.00495424,0.0700814,0.120921,0.112305,0.696693,8806,331537,37.649,0.136219,0.49004,0.0789476,0.359062,0.478123,0.162815,0.303979,0.169029,0.00511562,edgecut:1596,0.2185696
sat_ctl,0.000413568,0.000379776,0.00140224,0.00752291,0.0549745,0.0504826,0.186396,0.708147,90812,331537,3.65081,0.0620481,0.282875,0.0675691,0.364859,0.51959,0.115551,0.363527,0.146858,0.00920495,edgecut:558,0.1885569
sat_ctl_p,0.00055616,0.000318464,0.00166093,0.00780374,0.0712684,0.0408091,0.212837,0.675085,90812,331537,3.65081,0.0518433,0.238406,0.0905383,0.384013,0.515084,0.100903,0.394121,0.115079,0.00588436,edgecut:196,0.1600015
sat_ctl_5_d,0.00047344,0.00069344,0.00105754,0.00805021,0.0588109,0.0861394,0.131368,0.723682,15232,462322,30.352,0.0991667,0.447081,0.0677052,0.324038,0.58196,0.094002,0.324285,0.252241,0.0054339,edgecut:4052,0.1417217
sat_ctl_5,0.00043152,0.000307936,0.00209098,0.0135688,0.0318024,0.0226944,0.154102,0.791401,134756,462322,3.43081,0.0268288,0.275952,0.037596,0.236342,0.347906,0.415751,0.159762,0.185277,0.00286776,edgecut:5096,0.4434952
sat_ctl_5_p,0.000816064,0.000381344,0.00305782,0.0161214,0.05062,0.0236546,0.189675,0.73605,134756,462322,3.43081,0.0291915,0.225168,0.0624688,0.294728,0.570189,0.135083,0.223433,0.344209,0.00254668,edgecut:6075,0.1658614
sat_dated_11_d,0.000543936,0.000768384,0.00222883,0.0144777,0.0375706,0.0530736,0.153949,0.755406,141860,1429872,10.0795,0.0627311,0.394183,0.0444071,0.288592,0.655461,0.0559471,0.284852,0.366178,0.00443165,edgecut:3743,0.0999458
sat_dated_11,0.0005512,0.000750368,0.00376029,0.0215218,0.0256112,0.0348654,0.17472,0.764804,629461,1429872,2.27158,0.0422468,0.389124,0.0310334,0.26432,0.692585,0.0430952,0.225749,0.46431,0.00252618,edgecut:11485,0.0722184
sat_dated_11_p,0.000587648,0.000685824,0.00408589,0.0161873,0.0363031,0.0423681,0.252414,0.668915,629461,1429872,2.27158,0.0566732,0.36807,0.0485604,0.367522,0.574542,0.057936,0.215705,0.355863,0.0029732,edgecut:16534,0.0943728
sat_dated_17_d,0.000787936,0.00117238,0.0034983,0.0126298,0.0623873,0.0928271,0.276989,0.567797,229544,2471122,10.7654,0.12839,0.44329,0.0862881,0.486394,0.444849,0.0687571,0.326191,0.112104,0.00655468,edgecut:7233,0.1229476
sat_dated_17,0.0008856,0.00112886,0.00693891,0.0255242,0.0346964,0.0442272,0.271856,0.64922,1070757,2471122,2.30783,0.0607396,0.407982,0.0476505,0.380261,0.578308,0.0414314,0.182168,0.393214,0.00292616,edgecut:20591,0.0709124
sat_dated_17_p,0.000948384,0.00104694,0.00739043,0.0285565,0.0332108,0.0366622,0.258801,0.671326,1070757,2471122,2.30783,0.0494634,0.387757,0.0448069,0.35335,0.621484,0.0251661,0.124999,0.494324,0.00216049,edgecut:27142,0.049842
sat_E02F20_d,0.0103119,0.0215242,0.0200364,0.0683137,0.150949,0.315078,0.293299,0.240673,10420,2821910,270.817,0.445844,0.668182,0.213597,0.764845,0.224761,0.010394,0.201386,0.0228719,0.000503091,edgecut:1297,0.015913
sat_E02F20,0.000855744,0.000514688,0.00235747,0.00805024,0.1063,0.0639345,0.292845,0.53692,395383,2821910,7.13716,0.0904109,0.289755,0.150321,0.513495,0.38854,0.0979648,0.359129,0.0254402,0.00397106,edgecut:190,0.1483805
sat_E02F20_p,0.000926048,0.000447776,0.00239869,0.00864576,0.10711,0.0517914,0.277441,0.563657,395383,2821910,7.13716,0.0716778,0.259924,0.148237,0.476697,0.429965,0.0933378,0.3998,0.0271116,0.00305352,edgecut:709,0.1336926
sat_E02F22_d,0.0332563,0.0806862,0.0912297,0.252987,0.131455,0.318934,0.360611,0.189001,13574,11462079,844.414,0.498811,0.704207,0.205594,0.813509,0.18328,0.00321162,0.165879,0.0171958,0.000205291,edgecut:1863,0.00572
sat_E02F22,0.00239984,0.000966752,0.00631402,0.0186298,0.128818,0.0518929,0.338921,0.480369,1301188,11462079,8.80893,0.0784972,0.247838,0.194859,0.548303,0.406678,0.0450187,0.300141,0.104961,0.00157683,edgecut:243,0.0736901
sat_E02F22_p,0.00320755,0.00105034,0.00667955,0.0214775,0.149345,0.0489041,0.311003,0.490748,1301188,11462079,8.80893,0.0709786,0.21523,0.216757,0.538221,0.426058,0.0357212,0.355371,0.0689377,0.00174918,edgecut:253,0.0646899
sat_gss-18_d,0.000317568,0.000556192,0.000528224,0.00794541,0.0399688,0.0700017,0.0664817,0.823548,31364,222003,7.07827,0.074987,0.443133,0.0428152,0.224452,0.67174,0.103808,0.320217,0.345852,0.0056707,edgecut:547,0.1518078
sat_gss-18,0.000212128,0.000244672,0.000797376,0.0143844,0.014747,0.0170095,0.0554332,0.91281,94269,222003,2.35499,0.0180077,0.304743,0.0156125,0.111249,0.826702,0.0620492,0.156998,0.667577,0.00212674,edgecut:2083,0.0861083
sat_gss-18_p,0.000310784,0.000283808,0.00101315,0.00909824,0.0341587,0.0311937,0.111357,0.823291,94269,222003,2.35499,0.0351027,0.268173,0.0384392,0.227677,0.673628,0.0986952,0.347447,0.321381,0.00480093,edgecut:3025,0.1496626
sat_gss-19_d,0.000323744,0.000556064,0.000579936,0.0068847,0.0470237,0.080768,0.0842354,0.787973,31435,222806,7.08783,0.0881974,0.422788,0.0513491,0.275272,0.607422,0.117306,0.336751,0.26447,0.00620041,edgecut:549,0.1805509
sat_gss-19,0.000223968,0.00024448,0.00081104,0.0141961,0.0157767,0.0172216,0.0571312,0.90987,94548,222806,2.35654,0.0182651,0.298484,0.0167327,0.114828,0.823857,0.0613149,0.203522,0.618106,0.00222935,edgecut:1959,0.0860135
sat_gss-19_p,0.000259616,0.00025616,0.000899552,0.012227,0.0212331,0.0209504,0.0735711,0.884246,94548,222806,2.35654,0.0226141,0.281807,0.0229192,0.147914,0.782262,0.0698233,0.236278,0.542931,0.00305423,edgecut:2221,0.1019834
sat_gss-20_d,0.00034976,0.000608256,0.000623232,0.00744502,0.046979,0.0816997,0.0837112,0.78761,31503,223300,7.08821,0.0891637,0.424504,0.051271,0.276171,0.619349,0.10448,0.402649,0.210331,0.00636989,edgecut:522,0.1682611
sat_gss-20,0.000276832,0.000277824,0.000918624,0.0135653,0.0204073,0.0204804,0.0677184,0.891394,94748,223300,2.35678,0.0219681,0.290601,0.0218896,0.138195,0.79973,0.0620759,0.188032,0.608961,0.00273638,edgecut:1787,0.0916639
sat_gss-20_p,0.000353024,0.000325504,0.00112832,0.0142546,0.0247656,0.022835,0.0791549,0.873245,94748,223300,2.35678,0.0247979,0.27364,0.0268945,0.162604,0.775778,0.0616177,0.265905,0.506358,0.0035155,edgecut:1925,0.0974665
sat_gss-22_d,0.000368768,0.000623328,0.00063136,0.00892109,0.0413367,0.0698713,0.0707716,0.81802,31616,224220,7.09198,0.0751928,0.410318,0.0444849,0.241058,0.672635,0.086307,0.325105,0.341702,0.00582889,edgecut:495,0.1453854
sat_gss-22,0.000326528,0.00030992,0.000993888,0.0123452,0.0264498,0.0251045,0.0805082,0.867937,95110,224220,2.35748,0.0273026,0.284895,0.0287657,0.168627,0.762286,0.0690873,0.31541,0.442672,0.00420439,edgecut:1883,0.1056515
sat_gss-22_p,0.000259264,0.000270592,0.000901248,0.0137655,0.0188343,0.0196572,0.0654713,0.896037,95110,224220,2.35748,0.0210344,0.293458,0.0201538,0.132456,0.808421,0.0591228,0.197107,0.608076,0.00323823,edgecut:2284,0.0876162
sat_k45_d,0.00122976,0.00233194,0.00268224,0.0300079,0.0409812,0.0777107,0.0893845,0.791924,163622,1138944,6.96082,0.0853387,0.468487,0.0450039,0.255261,0.720423,0.0243168,0.308278,0.405948,0.00619677,edgecut:183,0.0715006
sat_k45,0.000580704,0.000720512,0.00333478,0.0115716,0.0501838,0.0622658,0.288188,0.599362,488120,1138944,2.33333,0.0874751,0.355698,0.0705015,0.463241,0.465733,0.0710267,0.370816,0.0887279,0.00618897,edgecut:1089,0.1336294
sat_k45_p,0.000565472,0.000660544,0.00294506,0.012559,0.0450251,0.0525951,0.234497,0.667883,488120,1138944,2.33333,0.0687066,0.334615,0.0588177,0.391678,0.545402,0.0629195,0.393839,0.14597,0.00559279,edgecut:1165,0.1224808
sat_itox_d,0.00886797,0.00979901,0.0695075,0.101345,0.0875025,0.0966892,0.685847,0.129961,152256,1143974,7.51349,0.307778,0.506077,0.278535,0.876904,0.114266,0.00883061,0.0865066,0.0270653,0.000693707,edgecut:90,0.0156953
sat_itox,0.000663008,0.000663648,0.00329558,0.0173827,0.0381418,0.0381786,0.18959,0.73409,441729,1143974,2.58976,0.0471102,0.326373,0.0470648,0.306568,0.641422,0.0520094,0.276256,0.361361,0.00380516,edgecut:1812,0.0926676
sat_itox_p,0.000646368,0.000557824,0.00277818,0.0135769,0.0476079,0.0410863,0.204625,0.70668,441729,1143974,2.58976,0.0516565,0.297642,0.059856,0.342664,0.592355,0.064981,0.255964,0.331556,0.00483409,edgecut:254,0.1143258
sat_k2fix_d,0.00060944,0.00136979,0.000975808,0.0114802,0.0530864,0.119318,0.0849995,0.742596,11313,619119,54.7263,0.130402,0.603539,0.0580179,0.282697,0.645984,0.0713189,0.151951,0.490962,0.00307173,edgecut:5835,0.0966121
sat_k2fix,0.000651104,0.000505152,0.00268678,0.0063329,0.102813,0.0797663,0.424258,0.393162,305160,619119,2.02883,0.138545,0.310705,0.178575,0.680985,0.183767,0.135248,0.177632,0,0.00613432,edgecut:0,0.2093957
sat_k2fix_p,0.00097488,0.000557216,0.00378138,0.0179704,0.0542492,0.0310074,0.210423,0.704321,305160,619119,2.02883,0.0392709,0.274519,0.0687066,0.323374,0.47833,0.198296,0.174003,0.301725,0.00260161,edgecut:1665,0.2259904
sat_manol_c10_i_d,0.00497072,0.00758413,0.014835,0.0406155,0.122385,0.18673,0.365255,0.32563,252516,1752045,6.93835,0.294181,0.578904,0.19281,0.687813,0.289929,0.0222574,0.17241,0.115477,0.00204218,edgecut:4266,0.035701
sat_manol_c10_i,0.00147366,0.00114522,0.00800358,0.0433236,0.0340153,0.026434,0.18474,0.754811,750877,1752045,2.33333,0.032424,0.326736,0.0417233,0.265643,0.709222,0.0251348,0.150252,0.557202,0.00176828,edgecut:18057,0.0455887
sat_manol_c10_i_p,0.00135632,0.000962368,0.00727082,0.0366087,0.0370491,0.026288,0.198609,0.738054,750877,1752045,2.33333,0.0328029,0.313241,0.046231,0.282531,0.689523,0.0279461,0.151709,0.536325,0.00148773,edgecut:15886,0.0485309
sat_manol_c10_d,0.00587008,0.00861299,0.0172323,0.0569773,0.103025,0.151165,0.302441,0.443369,433601,3013998,6.95109,0.216706,0.558174,0.147693,0.573262,0.410286,0.0164524,0.186385,0.222271,0.00162984,edgecut:4364,0.033083
sat_manol_c10,0.00160794,0.00158214,0.0107561,0.0755702,0.0212774,0.0209361,0.142332,0.815454,1291714,3013998,2.33333,0.0244105,0.395213,0.0248084,0.195306,0.789023,0.0156705,0.0754003,0.712647,0.000976047,edgecut:23743,0.0264315
sat_manol_c10_p,0.00195542,0.00146717,0.0120897,0.0435491,0.0449016,0.03369,0.27761,0.643798,1291714,3013998,2.33333,0.0466368,0.342218,0.062157,0.376056,0.596874,0.0270701,0.139687,0.455614,0.00157321,edgecut:22805,0.0469244
sat_manol_c8_d,0.00264666,0.00451562,0.00502275,0.0200534,0.131981,0.22518,0.250469,0.39237,269048,1866355,6.93688,0.300428,0.588235,0.176084,0.633275,0.323058,0.0436674,0.266114,0.0545552,0.00238882,edgecut:4775,0.069312
sat_manol_c8,0.00135709,0.00109968,0.0072072,0.0219404,0.0618534,0.0501213,0.32849,0.559535,799867,1866355,2.33333,0.0746397,0.35119,0.092111,0.471209,0.478208,0.0505836,0.230088,0.245459,0.0026603,edgecut:19702,0.0813273
sat_manol_c8_p,0.00135738,0.000971616,0.00745475,0.0458273,0.0296194,0.0212017,0.162671,0.786508,799867,1866355,2.33333,0.0253206,0.323148,0.0353736,0.22828,0.746411,0.0253089,0.112797,0.632498,0.00111584,edgecut:15769,0.0400969
sat_manol_g10_i_d,0.00469341,0.00679578,0.0150025,0.0435488,0.107774,0.15605,0.344499,0.391678,266405,1848407,6.93833,0.238062,0.56249,0.164414,0.621926,0.358048,0.0200264,0.148603,0.208084,0.00136086,edgecut:4467,0.033629
sat_manol_g10_i,0.00100691,0.00107491,0.00672522,0.0374262,0.0269039,0.0287208,0.179693,0.764683,792175,1848407,2.33333,0.0350123,0.388767,0.0327973,0.253569,0.716765,0.0296656,0.137532,0.577265,0.00196825,edgecut:14659,0.0479173
sat_manol_g10_i_p,0.00216054,0.00109965,0.00925616,0.0412323,0.0523993,0.0266696,0.224488,0.696443,792175,1848407,2.33333,0.0343897,0.264477,0.0675674,0.325327,0.646664,0.0280091,0.185045,0.459634,0.00198446,edgecut:14553,0.0497791
sat_MD5-28-1_d,0.00033168,0.00052688,0.000499424,0.00783651,0.042325,0.067234,0.0637304,0.826711,8282,243772,29.434,0.0718105,0.393579,0.045206,0.234557,0.664173,0.10127,0.276327,0.382419,0.0054269,edgecut:1200,0.1625376
sat_MD5-28-1,0.000329216,0.000280608,0.00102858,0.0111234,0.0295966,0.0252268,0.0924694,0.852707,62558,243772,3.89674,0.0277972,0.267552,0.0326123,0.186757,0.740296,0.0729473,0.193103,0.543387,0.00380602,edgecut:4881,0.1124112
sat_MD5-28-1_p,0.00039568,0.00030768,0.00105174,0.0102195,0.0387183,0.0301073,0.102916,0.828259,62558,243772,3.89674,0.0335613,0.255813,0.0431602,0.220608,0.699748,0.0796442,0.29466,0.400488,0.00459985,edgecut:4344,0.1285104
sat_MD5-28-2_d,0.000352736,0.000549056,0.000557472,0.0105328,0.0334893,0.0521282,0.0529272,0.861455,8281,243760,29.4361,0.0550414,0.383513,0.0353608,0.18885,0.738979,0.0721707,0.325308,0.408738,0.00493392,edgecut:1182,0.1224763
sat_MD5-28-2,0.000312192,0.000285376,0.00103773,0.0136757,0.0228282,0.0208673,0.0758809,0.880424,62554,243760,3.89679,0.0225808,0.272722,0.0247026,0.152396,0.790129,0.0574752,0.224056,0.56302,0.00305358,edgecut:4283,0.0902946
sat_MD5-28-2_p,0.000446624,0.00032608,0.00108653,0.0110331,0.0404804,0.0295547,0.0984791,0.831486,62554,243760,3.89679,0.0327832,0.250535,0.0449024,0.216446,0.710361,0.0731937,0.31212,0.393133,0.00510755,edgecut:4722,0.1211248
sat_MD5-28-4_d,0.000347776,0.000541856,0.00055664,0.0105716,0.0328972,0.0512557,0.0526542,0.863193,8281,243722,29.4315,0.0541046,0.381881,0.0347256,0.186873,0.741778,0.0713488,0.362435,0.372996,0.00634756,edgecut:1485,0.1214149
sat_MD5-28-4,0.000318336,0.0002864,0.00104384,0.0128308,0.0248102,0.0223212,0.0813539,0.871515,62544,243722,3.89681,0.0242979,0.272202,0.0270074,0.163356,0.773391,0.0632525,0.198297,0.571837,0.00325715,edgecut:4719,0.0981237
